player,matches_played,wins,cb_opportunities,cb_successes,avg_rank,best_rank,win_rate,comeback_rate,ace_rate,df_rate,first_serve_in,first_serve_won,second_serve_won,srv_pts_won,bp_save_rate,ret_pts_won,bp_conv_rate,clutch_index,serve_style_score
Denis Kudla,203,71,131,23,113.62068965517241,53.0,0.3497536945812808,0.17557251908396945,0.06891617980207464,0.04089662573029689,0.5819720996780732,0.6959639418152018,0.5049914432401598,0.6161321092166449,0.5721750489875899,0.3472020348837209,0.39719240297274977,-0.4178538424196956,0.283200672071216
Denis Shapovalov,436,237,204,45,42.27064220183486,10.0,0.5435779816513762,0.22058823529411764,0.10138626161099974,0.06903074620966149,0.5912928089443519,0.7559088955737,0.5130560928433269,0.6566532087297778,0.6474334956912702,0.358563736294395,0.3863870745960811,0.5889117732618315,0.37821865764250473
Diego Schwartzman,467,248,227,43,37.764453961456105,9.0,0.5310492505353319,0.1894273127753304,0.024448058212287422,0.037292246630467735,0.6337752542653179,0.6535617987301036,0.498758184691804,0.5968688845401174,0.5697036223929748,0.41721282735927934,0.43700592885375494,0.30402457432085217,0.3110189458206467
Dmitry Tursunov,433,226,212,51,80.77598152424942,20.0,0.5219399538106235,0.24056603773584906,0.08798392574145347,0.046439891328956304,0.5737774507584333,0.7276942046855733,0.5060752938051922,0.6332352275299977,0.6257445400397088,0.3605020280994651,0.398320554947061,0.4675065311120956,0.3055640034280297
Dominic Thiem,539,332,250,76,52.808905380333954,3.0,0.6159554730983302,0.304,0.07189710310698195,0.03492145008053409,0.6054763183080838,0.7355617241113425,0.5299094728122596,0.6544270407805971,0.6275062656641605,0.3720988213961922,0.3905535804977146,0.3473123675989308,0.34732674150921605
Dominik Hrbaty,480,249,231,48,43.41458333333333,12.0,0.51875,0.2077922077922078,0.06365426883224388,0.051323038278194844,0.5775411754631348,0.7084960213512579,0.49493243243243246,0.6182741986127366,0.5889778325123153,0.39229759544223197,0.40950160303118627,0.0885856860751007,0.2606585622281026
Dominik Koepfer,134,60,79,16,78.05223880597015,49.0,0.44776119402985076,0.20253164556962025,0.05179426918557353,0.04203199855373768,0.6224351441742746,0.6789137380191693,0.505626047402442,0.6134863960950917,0.6016713091922006,0.3668854850474107,0.3900862068965517,-0.07820288720239765,0.34410020625437754
Donald Young,303,115,182,25,106.9075907590759,38.0,0.3795379537953795,0.13736263736263737,0.041466295452628026,0.049438960600691806,0.5969796675947018,0.6712832108535896,0.48890517060916894,0.5977811524508563,0.5776499589153656,0.3650313377998703,0.3857216230097586,-0.549037847997832,0.25886017871234146
Dudi Sela,326,137,176,24,84.83128834355828,29.0,0.42024539877300615,0.13636363636363635,0.029601602492766527,0.038059203204985535,0.6035165813487647,0.6653636229532379,0.5021892893230043,0.6006677053193857,0.5626924769027717,0.38382682916098376,0.4,-0.5170385670130542,0.2484622032909456
Dusan Lajovic,466,201,240,29,71.31974248927038,23.0,0.4313304721030043,0.12083333333333333,0.04372555990046214,0.0206732478328639,0.669310071371927,0.6753963065860434,0.5140990655751261,0.6220569334682381,0.5977893767270495,0.36165679818493723,0.3875788774493524,-0.1887679887410217,0.4408199951993572
Dustin Brown,157,62,90,11,110.27388535031847,66.0,0.39490445859872614,0.12222222222222222,0.10453091287850606,0.054534632839818464,0.6073952830890559,0.736281234688878,0.48853515254879665,0.6390149542444759,0.636936936936937,0.33152972095539923,0.36464088397790057,0.00360398797298056,0.42460270218335633
Edouard Roger-Vasselin,176,71,89,14,90.3409090909091,35.0,0.4034090909090909,0.15730337078651685,0.05247735748534896,0.029102290889717636,0.6475759190197123,0.6954956807897984,0.4990551776266062,0.6262653169952052,0.6045241809672387,0.3598921469497809,0.36728147554129914,-0.46851149882090554,0.4071189460673691
Egor Gerasimov,118,62,61,16,145.14406779661016,68.0,0.5254237288135594,0.26229508196721313,0.09321637426900585,0.042923976608187135,0.6467836257309941,0.7211573236889692,0.4778145695364238,0.6352046783625731,0.5973837209302325,0.35810569008708104,0.3671071953010279,-0.586981561095892,0.49578963710122226
Elias Ymer,124,44,73,10,175.05645161290323,108.0,0.3548387096774194,0.136986301369863,0.059521218715995645,0.043307943416757345,0.5918389553862895,0.6913035484464056,0.47613969608104506,0.6034820457018498,0.5751633986928104,0.3611018549372431,0.37991858887381275,-0.7001581770386084,0.28644141461650735
Emil Ruusuvuori,211,108,102,16,98.28909952606635,38.0,0.5118483412322274,0.1568627450980392,0.059347920952559065,0.03971074122560938,0.6482762920017455,0.6981440523127224,0.511166253101737,0.6323795274608814,0.5946724262059035,0.3805136965407846,0.3949402670414617,-0.09818583450651211,0.42411321621529235
Ernests Gulbis,469,237,222,42,80.42004264392324,10.0,0.5053304904051172,0.1891891891891892,0.11757558632382029,0.05278327211076575,0.6016671376094942,0.7520781477480862,0.48613180109243104,0.6461429782424414,0.6374125874125874,0.3535040890504316,0.3749550197912918,0.20860784260894022,0.43960351783164386
Evgeny Donskoy,169,53,100,9,106.10059171597634,66.0,0.3136094674556213,0.09,0.06181410974244121,0.029339305711086228,0.5852183650615902,0.6995790279372369,0.49874010079193665,0.6162747293766331,0.6153846153846154,0.33480780964002443,0.3443557582668187,-0.732017688777566,0.2753457840692848
Evgeny Korolev,163,71,84,13,102.33742331288343,46.0,0.43558282208588955,0.15476190476190477,0.06409202958093672,0.04543960558751027,0.5851273623664749,0.708046622665356,0.477124183006536,0.6122432210353328,0.5909090909090909,0.36769904056556135,0.4147325933400605,0.2198075272333565,0.2801895589972516
Fabian Marozsan,144,70,66,9,61.96527777777778,36.0,0.4861111111111111,0.13636363636363635,0.05792193904829799,0.028337194795936552,0.6492603813936909,0.7016195443315948,0.5124491869918699,0.6352700053466406,0.5883668903803132,0.36102351563203894,0.37056928034371645,-0.6661345480986463,0.4233489328383918
Fabio Fognini,798,412,422,105,46.556390977443606,9.0,0.5162907268170426,0.24881516587677724,0.04061502295217371,0.05027240815159553,0.5903553218863669,0.6753033605079775,0.4829391236913532,0.5965023746366568,0.5691421254801536,0.3903285440923686,0.42816666666666664,0.12585438385116243,0.24076233850434584
Fabrice Santoro,429,217,209,41,45.02097902097902,17.0,0.5058275058275058,0.19617224880382775,0.046446393244160986,0.025304869046564503,0.5728880621253728,0.6807545613854242,0.5100587625302454,0.6078483479493312,0.5969924812030075,0.3882046210554706,0.40750158931977115,0.17955203608473952,0.21100357393177244
Facundo Bagnis,130,45,83,8,130.53076923076924,55.0,0.34615384615384615,0.0963855421686747,0.060802948021722265,0.03830488750969744,0.6197633824670287,0.6709435143170083,0.5003825554705432,0.6060899922420481,0.6108986615678776,0.3583600641539695,0.3776932826362484,-0.16652383803891488,0.35760099006762386
Federico Coria,131,53,76,11,88.92366412213741,49.0,0.40458015267175573,0.14473684210526316,0.03369351669941061,0.03280943025540275,0.6612966601178782,0.6281937017231135,0.4796983758700696,0.5778978388998035,0.5560382276281495,0.393424711958681,0.42489711934156377,-0.1479924767159828,0.39890500495147224
Federico Delbonis,359,160,205,32,71.83008356545962,33.0,0.4456824512534819,0.15609756097560976,0.045114116352536114,0.04326837752458027,0.6143470698896106,0.6882366535706032,0.5062126092959043,0.6180385475455223,0.5981524249422633,0.3712005674765029,0.4010783907092493,0.07536416860705433,0.3094576093850214
Feliciano Lopez,968,489,497,116,48.81301652892562,12.0,0.5051652892561983,0.23340040241448692,0.12705491100109595,0.042024110955746194,0.5851252787120668,0.762599840685483,0.5141798749013178,0.6595366766184195,0.6561379545842582,0.32972047188742193,0.353116834639791,0.09272611496931515,0.42022199129995363
Felix Auger Aliassime,446,272,191,49,24.43946188340807,5.0,0.6098654708520179,0.25654450261780104,0.12133435402190555,0.05014132610999882,0.6417383111529855,0.7601394751330519,0.5041091387245233,0.6684136144152633,0.6418159100374844,0.3637293335605931,0.3684210526315789,0.15459825681832662,0.5459857642608125
Felix Mantilla,234,121,120,25,71.76068376068376,15.0,0.5170940170940171,0.20833333333333334,0.0363431151241535,0.03707674943566591,0.6020316027088036,0.6669478815148107,0.5022688598979013,0.6014108352144469,0.5767494356659142,0.39454306752668533,0.4463544754001186,0.5964943375660382,0.2598236319574371
Fernando Gonzalez,551,358,212,65,36.50635208711434,5.0,0.6497277676950998,0.30660377358490565,0.08554586182504126,0.04984673426078755,0.6088186748408394,0.7432610379550736,0.5154912597950573,0.6541617543032304,0.6375796178343949,0.36829612220916563,0.4021505376344086,0.7316169037479893,0.38585941855871675
Fernando Meligeni,125,55,73,14,74.624,27.0,0.44,0.1917808219178082,0.05321141346259777,0.0482538283573868,0.572435826815027,0.6820631254811393,0.49935583612471013,0.60394403437259,0.609504132231405,0.38070667414469994,0.40097205346294046,0.25636919348625953,0.22494358734350337
Fernando Verdasco,978,538,464,120,37.81390593047035,7.0,0.5501022494887525,0.25862068965517243,0.06822729604925602,0.04930733709594664,0.6704463827603899,0.7070674217494451,0.5079791374747002,0.6414571575166752,0.624750499001996,0.3806754361880039,0.39958847736625513,0.47573662344269874,0.49809465056075075
Fernando Vicente,246,97,146,28,65.71544715447155,29.0,0.3943089430894309,0.1917808219178082,0.04225,0.03365,0.59265,0.667763435417194,0.4852092794893826,0.5934,0.5848787446504993,0.37574132329431176,0.404,-0.08276858637623458,0.25001198806185454
Filip Krajinovic,246,120,124,20,75.2479674796748,26.0,0.4878048780487805,0.16129032258064516,0.05767412543334384,0.024109675386069965,0.6410862485555205,0.6829987709954937,0.5092931362505488,0.620653429982141,0.6038266741699494,0.37275832621690863,0.41406727828746176,0.4153667761302319,0.4028021671814955
Filippo Volandri,380,171,191,25,64.50526315789473,25.0,0.45,0.13089005235602094,0.010115606936416185,0.03297079403711591,0.6864542135686036,0.6209628275441804,0.4887810794420861,0.5795177973836325,0.5563282336578581,0.40934362934362933,0.4446048357993504,0.2337398073387814,0.40800521514891536
Flavio Cobolli,162,90,82,21,53.01234567901235,13.0,0.5555555555555556,0.25609756097560976,0.06482327848872639,0.039381474710542354,0.5573583180987203,0.7087604209375427,0.5190156599552572,0.6247714808043876,0.6262975778546713,0.3671232876712329,0.3878091872791519,0.27531614121650333,0.21388720350903123
Flavio Saretta,150,72,73,13,92.36666666666666,44.0,0.48,0.1780821917808219,0.05032187868347085,0.03962281258500317,0.5850031734518089,0.6680099194048357,0.4832859951933581,0.5913500770695439,0.5900253592561285,0.4034039471301829,0.42896174863387976,0.47779591296323654,0.24925918463137386
Florent Serra,284,115,167,31,75.89084507042253,36.0,0.40492957746478875,0.18562874251497005,0.04601018675721562,0.024915110356536502,0.6122665534804754,0.6740381282495668,0.4984126984126984,0.6059422750424448,0.5993843447669305,0.36209491765539226,0.3929336188436831,-0.06060097261254126,0.3063612174293192
Florian Mayer,485,236,241,33,64.90269151138716,18.0,0.4865979381443299,0.13692946058091288,0.05699199357190002,0.024047981174850058,0.6178150199443281,0.690603372195643,0.5003003453972068,0.6178724136941487,0.579719387755102,0.37221220189527326,0.4083519285941983,-0.08269725876491163,0.3443588460695694
Frances Tiafoe,462,242,217,53,44.374458874458874,10.0,0.5238095238095238,0.24423963133640553,0.0888724073553106,0.02887394184291962,0.601877189841692,0.7296252230814991,0.5229010085437142,0.6473235978619473,0.6235450615231127,0.3548576685235345,0.3787684413085311,0.05796219846872719,0.376277794460671
Francisco Cerundolo,272,153,128,34,35.154981549815496,18.0,0.5625,0.265625,0.04037470725995316,0.03836065573770492,0.6343325526932084,0.6779147899283763,0.5080056359677213,0.6157845433255269,0.6208086785009862,0.39838121081688027,0.4198972442783746,0.800732771183125,0.34780512307141015
Francisco Clavet,145,62,82,9,58.58620689655172,29.0,0.42758620689655175,0.10975609756097561,0.02759814190727753,0.02395482284361053,0.6385827488842335,0.6565397232919697,0.5277217741935484,0.6099826942344476,0.5862726406101049,0.3857904727469945,0.4155844155844156,0.1613449425552883,0.3297852487838696
Franco Squillari,198,99,91,18,57.52020202020202,11.0,0.5,0.1978021978021978,0.04907028260723636,0.06263005974357252,0.5552124588843391,0.694837383629549,0.48566254150316934,0.6017990199369,0.6026845637583893,0.39600564857776877,0.40157998683344304,0.1580389478202669,0.17360130945185914
Frank Dancevic,174,69,94,14,172.77011494252875,67.0,0.39655172413793105,0.14893617021276595,0.10629718599862732,0.02942690459849005,0.6032086479066575,0.7282036694638031,0.5046486486486487,0.6394989704873026,0.6084762865792129,0.3312472837896566,0.34,-0.9267465249740128,0.4182897566057513
Frederico Gil,139,64,83,15,129.0863309352518,62.0,0.460431654676259,0.18072289156626506,0.03131836499712148,0.027288428324697755,0.6384571099597006,0.6495942290351668,0.4980891719745223,0.5948186528497409,0.5796610169491525,0.3742772861356932,0.4030261348005502,-0.18553372318354766,0.3377521639748353
Gael Monfils,906,577,358,101,39.81236203090508,6.0,0.6368653421633554,0.28212290502793297,0.10435729247051041,0.04637030095910043,0.6205627824936611,0.7335509515244376,0.49827492282549485,0.6442784698489692,0.6186530324400564,0.3830779210248926,0.411028662883748,0.5962969289626368,0.4564269377066603
Galo Blanco,135,53,84,13,99.57777777777778,44.0,0.3925925925925926,0.15476190476190477,0.06520054253051734,0.03904282115869018,0.5335206355357489,0.6931178500090793,0.49387331256490136,0.6001743848091455,0.5749761222540593,0.36774575602052906,0.4013761467889908,-0.2926431042085115,0.15641445293817213
Gaston Gaudio,432,255,192,51,39.229166666666664,5.0,0.5902777777777778,0.265625,0.03545334032123809,0.03875204242069242,0.6225914850325246,0.6706115375092845,0.5008168599901976,0.6065295804174246,0.5852361588989677,0.41096304354395186,0.4200785193494111,0.2306153282887894,0.30813832478980907
George Bastl,120,39,72,7,132.94166666666666,71.0,0.325,0.09722222222222222,0.0700951039098274,0.03757191499354233,0.6490548315134437,0.6687771345875543,0.46972231515557045,0.5989198074439357,0.5773672055427251,0.3682348779625044,0.34908136482939633,-1.2546135163817291,0.4499207969366292
Gilles Muller,436,224,214,45,74.76443418013857,21.0,0.5137614678899083,0.2102803738317757,0.16118341036244221,0.043815373388469955,0.6131719776210168,0.7801745512248339,0.5011004559031599,0.6722208708343469,0.6668076109936575,0.3142309264091038,0.3436078827690753,0.0828387987749184,0.5647361009582137
Gilles Simon,877,495,436,112,34.289623717217786,7.0,0.56442417331813,0.25688073394495414,0.052964063688963545,0.028671519432599674,0.574421042052519,0.6936689244919892,0.5155185210174752,0.6178518614233823,0.6003452063392437,0.39693395209838944,0.4256665160415725,0.5811515542400753,0.22924969113728383
Go Soeda,147,55,99,17,119.12925170068027,47.0,0.3741496598639456,0.1717171717171717,0.03821656050955414,0.034576888080072796,0.5597133757961783,0.6742532005689901,0.4843709635753035,0.5906505914467698,0.5343422584400466,0.34523948940156923,0.35987748851454826,-1.7418092750782785,0.16047139938157043
Goran Ivanisevic,112,53,58,9,130.0625,12.0,0.4732142857142857,0.15517241379310345,0.18361514646344368,0.07061205048821148,0.5537032626815909,0.7948387096774193,0.4853255069370331,0.6567039771374137,0.6317365269461078,0.3159532105525137,0.40540540540540543,0.6996740109664661,0.46915455326157707
Greg Rusedski,288,164,136,37,53.1875,13.0,0.5694444444444444,0.27205882352941174,0.12724455382371708,0.05751526752347097,0.5924710600674505,0.7757692307692308,0.528293446656229,0.6749156868106827,0.6701434159061278,0.3395539371870733,0.36973180076628354,0.6364401719819932,0.43861306094558655
Gregoire Barrere,102,38,63,10,100.52941176470588,49.0,0.37254901960784315,0.15873015873015872,0.05834849863512284,0.029686078252957233,0.6248862602365787,0.6914816163087004,0.5048514251061249,0.62147406733394,0.5862068965517241,0.3515186246418338,0.36337625178826893,-0.8385831317310934,0.3646735836567183
Grigor Dimitrov,760,465,330,95,33.705263157894734,3.0,0.6118421052631579,0.2878787878787879,0.08842094799449958,0.04372173163902649,0.6206530923308868,0.7517751321338957,0.5138227715421234,0.6615086399708411,0.6306306306306306,0.3710921640276086,0.38371877890841816,0.26692466440005824,0.42120337850157663
Guido Pella,273,126,148,32,97.49264705882354,20.0,0.46153846153846156,0.21621621621621623,0.0582967290716022,0.02878587573030833,0.6543989082690094,0.684652981427175,0.5136969397828233,0.6255703867968784,0.620531622364803,0.36745037907828604,0.37493808816245666,-0.06391159798451346,0.4367523989031873
Guillermo Canas,366,220,155,39,51.45355191256831,8.0,0.6010928961748634,0.25161290322580643,0.06655988610072967,0.036554547072432816,0.5814557750489411,0.7151689520078355,0.5144144910281486,0.6311443317316249,0.603988603988604,0.404790256183445,0.4246205733558179,0.6198877650985648,0.2766969370888761
Guillermo Coria,315,213,114,35,41.30448717948718,3.0,0.6761904761904762,0.30701754385964913,0.03770707113502521,0.04834131254501546,0.6291149430157184,0.6817967539901677,0.5025131368517249,0.6153031394314282,0.5873452544704264,0.43546156974379824,0.45855194123819515,1.0007125153529342,0.32910862033145194
Guillermo Garcia Lopez,635,287,341,56,65.24881889763779,23.0,0.4519685039370079,0.16422287390029325,0.04559723748234186,0.049815570554073145,0.5871723434311725,0.6919838273131286,0.4887600399220569,0.6080874274054309,0.5873766447368421,0.37914451047857367,0.39843410178338406,-0.14898048283145884,0.2440572084692606
Gustavo Kuerten,319,215,118,37,51.430817610062896,1.0,0.6739811912225705,0.3135593220338983,0.10839276828661469,0.02761652015259579,0.5512937468900315,0.7641218503196691,0.5258294057850476,0.6571985403881241,0.6400937866354045,0.3798834888173708,0.39723063608827347,0.6780268037199921,0.2959561625187693
Harel Levy,146,56,83,11,129.013698630137,35.0,0.3835616438356164,0.13253012048192772,0.05463712041270958,0.026028842771720014,0.5804900926251613,0.6893556857200566,0.47261039686975964,0.5984288896705359,0.5881683731513083,0.36459927033070494,0.3950795947901592,-0.20039413699023406,0.24781691975396047
Henri Laaksonen,121,47,78,12,158.72727272727272,84.0,0.3884297520661157,0.15384615384615385,0.07164682330629017,0.047307975977241595,0.5863449583816247,0.7042228212039533,0.4867549668874172,0.6142661468759878,0.5876993166287016,0.3636841551887289,0.3836150845253576,-0.42730110362189,0.2999708781056889
Hicham Arazi,219,111,101,14,47.118721461187214,23.0,0.5068493150684932,0.13861386138613863,0.049650606840750275,0.022618609783008458,0.5920068652690941,0.6867881548974943,0.5163762019230769,0.617261248007846,0.6027759418374091,0.38255357681859337,0.38949391415759127,-0.07172333180039565,0.264898648772512
Holger Rune,267,168,113,35,49.26315789473684,4.0,0.6292134831460674,0.30973451327433627,0.06780716887099866,0.041211424190147596,0.6199923327582902,0.7253053022105426,0.5363177805800756,0.6534885949779566,0.6379421221864952,0.3669150663991593,0.40192198982475974,0.7330893999381014,0.37373933532013925
Horacio Zeballos,216,89,125,20,75.06481481481481,39.0,0.41203703703703703,0.16,0.07295815295815296,0.031457431457431455,0.622972582972583,0.7110163995182063,0.5154623392529087,0.6372871572871572,0.6236111111111111,0.32178368815958036,0.371900826446281,-0.07236681396786471,0.39248608500916415
Hubert Hurkacz,386,230,156,41,34.72020725388601,6.0,0.5958549222797928,0.26282051282051283,0.13738926443806526,0.026422199586381454,0.6345649288514369,0.7662710380387198,0.5188782836388208,0.6758650492329537,0.6574162679425838,0.34860968074150356,0.3639705882352941,0.32099661868078005,0.5641463892039609
Hugo Dellien,107,37,60,6,157.4811320754717,73.0,0.34579439252336447,0.1,0.026604498080087767,0.023450356555128907,0.7194185408667032,0.6296225695768204,0.47702834799608995,0.5868074602303894,0.582216808769793,0.36550365785030947,0.3611556982343499,-0.9454054593321755,0.5253160943398849
Hugo Gaston,117,44,73,12,110.47863247863248,58.0,0.37606837606837606,0.1643835616438356,0.032887458513527104,0.029769687217137686,0.5652217640551142,0.6528469750889679,0.4908628267406893,0.5824197928190686,0.6055603822762815,0.37162731871838106,0.3901292596944771,-0.014670198432711477,0.16209343391326636
Hyeon Chung,150,82,72,18,78.73333333333333,21.0,0.5466666666666666,0.25,0.048453224002981736,0.03857622064852777,0.6240216175922475,0.705539793937584,0.5050805452292441,0.630171449869549,0.5764966740576497,0.3905817174515236,0.42350746268656714,0.15530029480084873,0.3405501305632711
Hyung Taik Lee,294,140,148,24,76.42857142857143,36.0,0.47619047619047616,0.16216216216216217,0.04273005687618492,0.025861649895483934,0.6306936950075349,0.6804377986742716,0.5191522969593261,0.6208740459870692,0.5817409766454352,0.3696565715113752,0.36785329018338725,-0.8249368940707655,0.3441423347257214
Igor Andreev,454,230,222,47,59.18722466960352,19.0,0.5066079295154186,0.21171171171171171,0.06117701791114213,0.03291463130960689,0.6232844847638985,0.7049822728120918,0.522537820314912,0.6362526168876483,0.5957602339181286,0.36959318448211786,0.39231030962912555,-0.13096300691431173,0.36704630400338606
Igor Kunitsyn,234,85,147,16,88.64102564102564,35.0,0.36324786324786323,0.10884353741496598,0.03550160329821347,0.02456481905634448,0.6012940907008704,0.6487001237977336,0.49303461151802386,0.5866353641777371,0.5554347826086956,0.37180529739776946,0.39622641509433965,-0.70626233405256,0.25614789683424133
Igor Sijsling,136,48,74,8,95.3529411764706,52.0,0.35294117647058826,0.10810810810810811,0.09353943717796274,0.03230281411018628,0.5899722552516845,0.7331205911991938,0.48550024166263894,0.6315893777249306,0.5815085158150851,0.3459287910344143,0.3877005347593583,-0.44895956751195687,0.35753596927740683
Illya Marchenko,154,59,84,8,118.27922077922078,50.0,0.38311688311688313,0.09523809523809523,0.059181119256213124,0.05122474521723583,0.5768818165564098,0.7035487370215404,0.4758081555039087,0.6071875558734132,0.5827751196172248,0.36016756215280943,0.3816216216216216,-0.5448405942692053,0.24909677706864447
Ilya Ivashka,173,85,87,19,95.60115606936417,40.0,0.4913294797687861,0.21839080459770116,0.07049496464538248,0.0382115563174059,0.6155988857938719,0.7134238310708899,0.48792270531400966,0.6267409470752089,0.601957585644372,0.37695813158644265,0.3947784810126582,0.016187661736057693,0.36897007059330766
Irakli Labadze,126,50,78,13,104.176,42.0,0.3968253968253968,0.16666666666666666,0.0605671606955304,0.07632162446026373,0.6109230948768818,0.6743075453677173,0.45500899820035995,0.5889835453378457,0.5915343915343916,0.36320351605420587,0.4121122599704579,0.17975683490523642,0.33545142200759787
Ivan Dodig,245,113,123,21,78.82040816326531,29.0,0.46122448979591835,0.17073170731707318,0.10523781499117223,0.040714782515649243,0.5873415012572896,0.7247221716159592,0.49332296123427977,0.6292333208496068,0.6022167487684729,0.36522301228183585,0.40986977381768336,0.3090993126696016,0.37711930206002986
Ivan Ljubicic,677,411,279,71,32.93057607090103,3.0,0.6070901033973413,0.25448028673835127,0.14991296363601583,0.030300131989211318,0.5854582321097233,0.7765797556034765,0.5199114023349176,0.670180002678042,0.6503229594832648,0.3489309431499751,0.3705926481620405,0.33331721346807414,0.4718757060421337
Ivo Karlovic,695,363,342,77,59.75539568345324,14.0,0.5223021582733813,0.22514619883040934,0.23492277625002161,0.041629914042096886,0.6560127293796157,0.8279989454257843,0.5341143345567901,0.7269063802556253,0.7119628339140535,0.2796796213082702,0.30165289256198347,0.008239778344706794,0.8335391328115029
Jack Draper,165,110,60,18,49.25454545454546,4.0,0.6666666666666666,0.3,0.1105954534728231,0.03736332887595375,0.6063085031070558,0.7714063310845874,0.5202797202797202,0.6725399197671674,0.6567844925883695,0.37588332581566686,0.4101077050538525,1.193523848893857,0.43543253329867715
Jack Sock,320,173,142,32,73.66561514195584,8.0,0.540625,0.22535211267605634,0.08196784220422887,0.052726505238113515,0.5880501937910128,0.7370790916209867,0.5243595714951095,0.6494493265282628,0.629444166249374,0.35149695990148544,0.38612887358583375,0.29390455286532174,0.3270975024657121
Jakub Mensik,122,78,37,8,50.78688524590164,12.0,0.639344262295082,0.21621621621621623,0.1418859862095756,0.0453530154413907,0.5979411479071575,0.7696930323209356,0.48768115942028983,0.6563076624259493,0.6486486486486487,0.361032080839792,0.39722572509457754,0.8158748945185057,0.48455843645321905
James Blake,604,353,262,69,45.90066225165563,5.0,0.5844370860927153,0.2633587786259542,0.07324547305260902,0.03430836815600557,0.5792564020143577,0.7266841774259184,0.5111541204033819,0.6360012857602058,0.6134742404227213,0.3847150818680607,0.41850117096018735,0.6557590826385273,0.28618642544704387
James Duckworth,200,73,107,13,132.56,49.0,0.365,0.12149532710280374,0.09388360029641453,0.03414467308898136,0.5694009006441315,0.7247972770047052,0.5095313741064337,0.6321039730946817,0.6360655737704918,0.3292931717268691,0.3525698827772768,-0.241393566646105,0.30797970248492057
Jan Hajek,104,34,66,3,102.38461538461539,74.0,0.3269230769230769,0.045454545454545456,0.04597532314923619,0.02834900117508813,0.6266157461809636,0.6425222691045476,0.46734854445318647,0.5771151586368978,0.5662805662805663,0.35903507473730945,0.3518850987432675,-1.3797367786063421,0.341384728741272
Jan Hernych,192,76,109,13,110.015625,59.0,0.3958333333333333,0.11926605504587157,0.03714584149366758,0.026700613657135396,0.6572659616137877,0.6441199841080651,0.4942857142857143,0.5927666797232015,0.592,0.37684548066003076,0.40809968847352024,0.11049433115499824,0.3967235076208549
Jan Lennard Struff,505,234,264,51,60.685148514851484,21.0,0.4633663366336634,0.19318181818181818,0.11265526995449514,0.04560324683310786,0.567285696716271,0.7595716082036161,0.49624829467939974,0.645627844053622,0.6155068319034,0.35520104577694933,0.3581907090464548,-0.46535107083372196,0.34455608479336053
Jan Michael Gambill,270,138,128,20,57.6037037037037,14.0,0.5111111111111111,0.15625,0.14291178579966532,0.04451350705235477,0.5588333731771455,0.7688227241615332,0.49311802319280373,0.647191011235955,0.6442015786278081,0.36076904356291073,0.3974201474201474,0.7478883092028134,0.39117435177801135
Janko Tipsarevic,513,278,237,51,81.20392156862745,8.0,0.5419103313840156,0.21518987341772153,0.08757953410106746,0.031182626071409793,0.5638376189724983,0.7387736069013756,0.5226957622520948,0.6445285796918546,0.61847789963443,0.3647882193776668,0.3928237129485179,0.24516845227666773,0.28034972833350197
Jannik Sinner,426,345,100,44,19.877934272300468,1.0,0.8098591549295775,0.44,0.08038763267189664,0.025196123673281032,0.6064913090293801,0.7575327178654763,0.5572668282386053,0.6787263497923396,0.679463459759482,0.4072642742989975,0.4300578034682081,1.9409021350194882,0.36869364334488475
Jared Donaldson,109,44,58,9,91.66055045871559,48.0,0.4036697247706422,0.15517241379310345,0.07588628383735417,0.04926945293917771,0.5212368331634387,0.7359843546284224,0.5105275609179086,0.6280439460867595,0.5735694822888283,0.35480161012075906,0.3940256045519203,-0.45595792223337356,0.15013222669542278
Jarkko Nieminen,727,395,336,71,52.079779917469054,13.0,0.5433287482806052,0.2113095238095238,0.0391900116186858,0.026649207900706344,0.6545561846448924,0.6774484390848642,0.5037638139981848,0.6174501595264003,0.6070856685348278,0.38329408246420693,0.41590954976781747,0.5031632105320136,0.39464133710518573
Jaume Munar,286,121,155,21,79.32867132867133,36.0,0.4230769230769231,0.13548387096774195,0.04684645498042627,0.038408003479773814,0.6438886472379295,0.6846585151658447,0.4810064736777819,0.6121357111787734,0.5831037649219467,0.3876519952046583,0.38026905829596414,-0.5654191806333829,0.3855752772412827
Jean Rene Lisnard,132,49,80,11,173.34615384615384,85.0,0.3712121212121212,0.1375,0.025825117873981996,0.053579082726103726,0.5203600514359195,0.6567133443163097,0.46581769436997317,0.5651521645949421,0.5545371219065078,0.388281165385032,0.3927355278093076,-0.7875256642271122,0.03664498145438672
Jenson Brooksby,125,68,58,10,136.63709677419354,33.0,0.544,0.1724137931034483,0.03743811881188119,0.022277227722772276,0.6402640264026402,0.6747744845360825,0.5143348623853211,0.6170585808580858,0.5851428571428572,0.3835047262906409,0.4087346024636058,0.012074425218660423,0.35578336812210715
Jeremy Chardy,593,290,327,63,59.01353637901861,25.0,0.48903878583473864,0.1926605504587156,0.09944021636580917,0.05262385474977462,0.6024278256494119,0.7382195308693533,0.49327638031956966,0.6408369499129924,0.6255742725880551,0.3528386663307298,0.3735356762513312,-0.00943338888398143,0.4011289255521443
Jerome Golmard,130,74,47,7,72.56153846153846,31.0,0.5692307692307692,0.14893617021276595,0.09118994353893682,0.04900394162139129,0.5907105571535102,0.7244364292155094,0.5221238938053098,0.641632044316608,0.597544338335607,0.3665710948285017,0.41325301204819276,0.2984889805772543,0.3541164309335988
